index,docId,category,charCount,wordCount,url
7315,technology2315,technology,1133,406,https://news.sabay.com.kh/article/1346488
7316,technology2316,technology,1406,483,https://kohsantepheapdaily.com.kh/article/615987.html
7317,technology2317,technology,1352,502,https://kohsantepheapdaily.com.kh/article/160143.html
7318,technology2318,technology,698,245,https://news.sabay.com.kh/article/1353839
7319,technology2319,technology,2238,825,https://news.sabay.com.kh/article/1345778
7320,technology2320,technology,638,219,https://kohsantepheapdaily.com.kh/article/131003.html
7321,technology2321,technology,1448,519,https://news.sabay.com.kh/article/1357268
7322,technology2322,technology,677,227,https://news.sabay.com.kh/article/1346554
7323,technology2323,technology,1078,387,https://news.sabay.com.kh/article/1346627
7324,technology2324,technology,3039,1022,https://news.sabay.com.kh/article/1357581
7325,technology2325,technology,1422,505,https://kohsantepheapdaily.com.kh/article/779688.html
7326,technology2326,technology,10900,3710,https://news.sabay.com.kh/article/1356516
7327,technology2327,technology,2211,787,https://kohsantepheapdaily.com.kh/article/168062.html
7328,technology2328,technology,1038,353,https://news.sabay.com.kh/article/1346844
7329,technology2329,technology,2238,774,https://news.sabay.com.kh/article/1350694
7330,technology2330,technology,1529,571,https://kohsantepheapdaily.com.kh/article/691388.html
7331,technology2331,technology,1471,509,https://kohsantepheapdaily.com.kh/article/828682.html
7332,technology2332,technology,5654,1844,https://news.sabay.com.kh/article/1356541
7333,technology2333,technology,3938,1450,https://kohsantepheapdaily.com.kh/article/166874.html
7334,technology2334,technology,2696,914,https://news.sabay.com.kh/article/1356553
7335,technology2335,technology,1548,543,https://kohsantepheapdaily.com.kh/article/1030616.html
7336,technology2336,technology,593,207,https://kohsantepheapdaily.com.kh/article/125553.html
7337,technology2337,technology,1095,378,https://news.sabay.com.kh/article/1346238
7338,technology2338,technology,951,325,https://news.sabay.com.kh/article/1346464
7339,technology2339,technology,2848,973,https://news.sabay.com.kh/article/1354339
7340,technology2340,technology,716,257,https://kohsantepheapdaily.com.kh/article/135698.html
7341,technology2341,technology,1294,445,https://kohsantepheapdaily.com.kh/article/151816.html
7342,technology2342,technology,1031,358,https://news.sabay.com.kh/article/1355451
7343,technology2343,technology,2658,971,https://dap-news.com/technology/2020/11/11/97227/
7344,technology2344,technology,1207,422,https://news.sabay.com.kh/article/1349738
7345,technology2345,technology,3894,1337,https://news.sabay.com.kh/article/1354950
7346,technology2346,technology,1257,400,https://news.sabay.com.kh/article/1347750
7347,technology2347,technology,3023,1110,https://kohsantepheapdaily.com.kh/article/572331.html
7348,technology2348,technology,924,341,https://news.sabay.com.kh/article/1353975
7349,technology2349,technology,894,288,https://kohsantepheapdaily.com.kh/article/111952.html
7350,technology2350,technology,1509,536,https://dap-news.com/technology/2020/10/17/90797/
7351,technology2351,technology,1080,356,https://news.sabay.com.kh/article/1358168
7352,technology2352,technology,1086,369,https://kohsantepheapdaily.com.kh/article/155165.html
7353,technology2353,technology,886,294,https://kohsantepheapdaily.com.kh/article/97033.html
7354,technology2354,technology,2355,806,https://news.sabay.com.kh/article/1358622
7355,technology2355,technology,1266,442,https://kohsantepheapdaily.com.kh/article/622760.html
7356,technology2356,technology,1173,418,https://kohsantepheapdaily.com.kh/article/578339.html
7357,technology2357,technology,767,269,https://kohsantepheapdaily.com.kh/article/140897.html
7358,technology2358,technology,1258,434,https://kohsantepheapdaily.com.kh/article/844617.html
7359,technology2359,technology,1798,598,https://kohsantepheapdaily.com.kh/article/788700.html
7360,technology2360,technology,1604,558,https://news.sabay.com.kh/article/1356144
7361,technology2361,technology,1352,457,https://kohsantepheapdaily.com.kh/article/612890.html
7362,technology2362,technology,345,122,https://kohsantepheapdaily.com.kh/article/140078.html
7363,technology2363,technology,2131,723,https://kohsantepheapdaily.com.kh/article/707407.html
7364,technology2364,technology,445,136,https://kohsantepheapdaily.com.kh/article/120420.html
7365,technology2365,technology,642,218,https://kohsantepheapdaily.com.kh/article/150305.html
7366,technology2366,technology,1665,562,https://news.sabay.com.kh/article/1348401
7367,technology2367,technology,5895,2084,https://news.sabay.com.kh/article/1347464
7368,technology2368,technology,1622,570,https://kohsantepheapdaily.com.kh/article/778539.html
7369,technology2369,technology,1173,407,https://kohsantepheapdaily.com.kh/article/749003.html
7370,technology2370,technology,735,243,https://kohsantepheapdaily.com.kh/article/165315.html
7371,technology2371,technology,393,129,https://kohsantepheapdaily.com.kh/article/148068.html
7372,technology2372,technology,1474,527,https://kohsantepheapdaily.com.kh/article/140364.html
7373,technology2373,technology,1264,441,https://kohsantepheapdaily.com.kh/article/711329.html
7374,technology2374,technology,1213,426,https://kohsantepheapdaily.com.kh/article/703026.html
7375,technology2375,technology,777,281,https://news.sabay.com.kh/article/1355402
7376,technology2376,technology,1488,499,https://kohsantepheapdaily.com.kh/article/807264.html
7377,technology2377,technology,1228,386,https://news.sabay.com.kh/article/1351773
7378,technology2378,technology,2207,772,https://news.sabay.com.kh/article/1354990
7379,technology2379,technology,955,350,https://news.sabay.com.kh/article/1357680
7380,technology2380,technology,1114,360,https://kohsantepheapdaily.com.kh/article/144694.html
7381,technology2381,technology,1644,586,https://dap-news.com/technology/2022/08/26/274051/
7382,technology2382,technology,917,300,https://kohsantepheapdaily.com.kh/article/113798.html
7383,technology2383,technology,1432,473,https://kohsantepheapdaily.com.kh/article/820817.html
7384,technology2384,technology,4352,1493,https://news.sabay.com.kh/article/1353824
7385,technology2385,technology,1310,441,https://news.sabay.com.kh/article/1360327
7386,technology2386,technology,2619,898,https://news.sabay.com.kh/article/1345520
7387,technology2387,technology,3368,1213,https://kohsantepheapdaily.com.kh/article/581718.html
7388,technology2388,technology,1171,388,https://kohsantepheapdaily.com.kh/article/120581.html
7389,technology2389,technology,440,142,https://kohsantepheapdaily.com.kh/article/1243593.html
7390,technology2390,technology,816,285,https://kohsantepheapdaily.com.kh/article/137451.html
7391,technology2391,technology,1207,414,https://news.sabay.com.kh/article/1358608
7392,technology2392,technology,674,233,https://kohsantepheapdaily.com.kh/article/143424.html
7393,technology2393,technology,1342,483,https://kohsantepheapdaily.com.kh/article/1270821.html
7394,technology2394,technology,1879,681,https://kohsantepheapdaily.com.kh/article/609342.html
7395,technology2395,technology,1544,551,https://kohsantepheapdaily.com.kh/article/1831808.html
7396,technology2396,technology,611,206,https://kohsantepheapdaily.com.kh/article/118950.html
7397,technology2397,technology,1619,570,https://kohsantepheapdaily.com.kh/article/15423.html
7398,technology2398,technology,790,285,https://news.sabay.com.kh/article/1346231
7399,technology2399,technology,1356,471,https://kohsantepheapdaily.com.kh/article/159083.html
7400,technology2400,technology,865,284,https://kohsantepheapdaily.com.kh/article/105269.html
7401,technology2401,technology,949,332,https://news.sabay.com.kh/article/1345513
7402,technology2402,technology,1052,373,https://kohsantepheapdaily.com.kh/article/140377.html
7403,technology2403,technology,798,292,https://dap-news.com/technology/2021/05/12/145737/
7404,technology2404,technology,891,312,https://kohsantepheapdaily.com.kh/article/159216.html
7405,technology2405,technology,886,299,https://kohsantepheapdaily.com.kh/article/161535.html
7406,technology2406,technology,962,355,https://news.sabay.com.kh/article/1349679
7407,technology2407,technology,1520,568,https://news.sabay.com.kh/article/1359518
7408,technology2408,technology,1230,460,https://news.sabay.com.kh/article/1346051
7409,technology2409,technology,513,185,https://kohsantepheapdaily.com.kh/article/142930.html
7410,technology2410,technology,1050,367,https://kohsantepheapdaily.com.kh/article/664377.html
7411,technology2411,technology,4032,1481,https://dap-news.com/technology/2020/03/11/39934/
7412,technology2412,technology,1249,447,https://kohsantepheapdaily.com.kh/article/787244.html
7413,technology2413,technology,2284,834,https://kohsantepheapdaily.com.kh/article/169235.html
7414,technology2414,technology,1208,373,https://kohsantepheapdaily.com.kh/article/840409.html
7415,technology2415,technology,1366,480,https://kohsantepheapdaily.com.kh/article/711230.html
7416,technology2416,technology,597,206,https://kohsantepheapdaily.com.kh/article/145022.html
7417,technology2417,technology,1655,579,https://kohsantepheapdaily.com.kh/article/1637298.html
7418,technology2418,technology,1131,388,https://kohsantepheapdaily.com.kh/article/871585.html
7419,technology2419,technology,2265,815,https://kohsantepheapdaily.com.kh/article/1809346.html
7420,technology2420,technology,1107,384,https://news.sabay.com.kh/article/1356755
7421,technology2421,technology,2121,740,https://news.sabay.com.kh/article/1355017
7422,technology2422,technology,1866,613,https://kohsantepheapdaily.com.kh/article/1582026.html
7423,technology2423,technology,1008,356,https://kohsantepheapdaily.com.kh/article/884283.html
7424,technology2424,technology,2472,951,https://kohsantepheapdaily.com.kh/article/683100.html
7425,technology2425,technology,1470,499,https://kohsantepheapdaily.com.kh/article/839638.html
7426,technology2426,technology,1315,457,https://kohsantepheapdaily.com.kh/article/749035.html
7427,technology2427,technology,928,321,https://news.sabay.com.kh/article/1346879
7428,technology2428,technology,3431,1323,https://kohsantepheapdaily.com.kh/article/170910.html
7429,technology2429,technology,1352,450,https://kohsantepheapdaily.com.kh/article/892748.html
7430,technology2430,technology,774,262,https://kohsantepheapdaily.com.kh/article/113279.html
7431,technology2431,technology,839,309,https://news.sabay.com.kh/article/1353953
7432,technology2432,technology,898,309,https://news.sabay.com.kh/article/1360444
7433,technology2433,technology,1413,447,https://kohsantepheapdaily.com.kh/article/1020867.html
7434,technology2434,technology,924,315,https://kohsantepheapdaily.com.kh/article/156453.html
7435,technology2435,technology,7314,2610,https://news.sabay.com.kh/article/1345655
7436,technology2436,technology,1830,674,https://kohsantepheapdaily.com.kh/article/171765.html
7437,technology2437,technology,1859,636,https://kohsantepheapdaily.com.kh/article/848551.html
7438,technology2438,technology,1195,398,https://kohsantepheapdaily.com.kh/article/825175.html
7439,technology2439,technology,1147,396,https://kohsantepheapdaily.com.kh/article/160335.html
7440,technology2440,technology,983,331,https://kohsantepheapdaily.com.kh/article/131401.html
7441,technology2441,technology,1353,505,https://dap-news.com/technology/2022/03/09/227685/
7442,technology2442,technology,1773,630,https://news.sabay.com.kh/article/1350638
7443,technology2443,technology,1249,438,https://kohsantepheapdaily.com.kh/article/160549.html
7444,technology2444,technology,6451,990,https://dap-news.com/technology/2022/12/15/299738/
7445,technology2445,technology,950,340,https://kohsantepheapdaily.com.kh/article/168471.html
7446,technology2446,technology,1193,387,https://news.sabay.com.kh/article/1350378
7447,technology2447,technology,969,333,https://kohsantepheapdaily.com.kh/article/150571.html
7448,technology2448,technology,1322,487,https://dap-news.com/technology/2023/01/19/306928/
7449,technology2449,technology,873,290,https://news.sabay.com.kh/article/1357910
7450,technology2450,technology,1454,514,https://kohsantepheapdaily.com.kh/article/1825367.html
7451,technology2451,technology,2898,1108,https://kohsantepheapdaily.com.kh/article/559740.html
7452,technology2452,technology,595,214,https://news.sabay.com.kh/article/1346664
7453,technology2453,technology,1752,621,https://kohsantepheapdaily.com.kh/article/1230152.html
7454,technology2454,technology,2276,823,https://news.sabay.com.kh/article/1357163
7455,technology2455,technology,1645,497,https://kohsantepheapdaily.com.kh/article/652338.html
7456,technology2456,technology,719,236,https://news.sabay.com.kh/article/1345594
7457,technology2457,technology,856,308,https://news.sabay.com.kh/article/1355865
7458,technology2458,technology,561,195,https://dap-news.com/technology/2025/03/05/492414/
7459,technology2459,technology,3383,1103,https://dap-news.com/technology/2024/10/24/456109/
7460,technology2460,technology,1485,520,https://kohsantepheapdaily.com.kh/article/622757.html
7461,technology2461,technology,588,197,https://kohsantepheapdaily.com.kh/article/118409.html
7462,technology2462,technology,616,209,https://news.sabay.com.kh/article/1349980
7463,technology2463,technology,912,324,https://kohsantepheapdaily.com.kh/article/882330.html
7464,technology2464,technology,6519,2293,https://news.sabay.com.kh/article/1346808
7465,technology2465,technology,1552,538,https://kohsantepheapdaily.com.kh/article/960887.html
7466,technology2466,technology,2242,812,https://kohsantepheapdaily.com.kh/article/547803.html
7467,technology2467,technology,1791,651,https://news.sabay.com.kh/article/1349526
7468,technology2468,technology,1233,426,https://news.sabay.com.kh/article/1352076
7469,technology2469,technology,1420,473,https://news.sabay.com.kh/article/1348929
7470,technology2470,technology,1002,359,https://kohsantepheapdaily.com.kh/article/110693.html
7471,technology2471,technology,1733,590,https://news.sabay.com.kh/article/1357502
7472,technology2472,technology,1613,602,https://news.sabay.com.kh/article/1352825
7473,technology2473,technology,1435,486,https://kohsantepheapdaily.com.kh/article/729019.html
7474,technology2474,technology,660,223,https://news.sabay.com.kh/article/1346233
7475,technology2475,technology,1237,469,https://news.sabay.com.kh/article/1354692
7476,technology2476,technology,635,227,https://kohsantepheapdaily.com.kh/article/140603.html
7477,technology2477,technology,362,120,https://kohsantepheapdaily.com.kh/article/123231.html
7478,technology2478,technology,1556,584,https://news.sabay.com.kh/article/1360106
7479,technology2479,technology,804,288,https://news.sabay.com.kh/article/1347113
7480,technology2480,technology,1640,557,https://news.sabay.com.kh/article/1350843
7481,technology2481,technology,2259,686,https://news.sabay.com.kh/article/1360357
7482,technology2482,technology,1214,423,https://kohsantepheapdaily.com.kh/article/24192.html
7483,technology2483,technology,3694,1306,https://kohsantepheapdaily.com.kh/article/20065.html
7484,technology2484,technology,6541,2346,https://dap-news.com/technology/2020/12/17/105704/
7485,technology2485,technology,1754,645,https://kohsantepheapdaily.com.kh/article/815209.html
7486,technology2486,technology,615,211,https://news.sabay.com.kh/article/1346281
7487,technology2487,technology,1833,628,https://news.sabay.com.kh/article/1356491
7488,technology2488,technology,1905,663,https://kohsantepheapdaily.com.kh/article/1865026.html
7489,technology2489,technology,1186,387,https://news.sabay.com.kh/article/1353715
7490,technology2490,technology,1789,654,https://dap-news.com/technology/2024/01/22/388279/
7491,technology2491,technology,960,324,https://news.sabay.com.kh/article/1348508
7492,technology2492,technology,1199,401,https://kohsantepheapdaily.com.kh/article/1023828.html
7493,technology2493,technology,1675,579,https://kohsantepheapdaily.com.kh/article/169601.html
7494,technology2494,technology,497,168,https://kohsantepheapdaily.com.kh/article/142118.html
7495,technology2495,technology,0,0,https://dap-news.com/technology/2020/05/13/54223/
7496,technology2496,technology,1580,547,https://news.sabay.com.kh/article/1345892
7497,technology2497,technology,1833,627,https://kohsantepheapdaily.com.kh/article/578314.html
7498,technology2498,technology,709,249,https://kohsantepheapdaily.com.kh/article/142498.html
7499,technology2499,technology,977,347,https://kohsantepheapdaily.com.kh/article/140014.html
7500,technology2500,technology,569,192,https://kohsantepheapdaily.com.kh/article/127503.html
7501,economic1,economic,3718,1352,https://www.rfa.org/khmer/news/economy/workers-and-union-leaders-concerned-about-the-eu-withdrawing-80-percent-of-eba-11302024121020.html
7502,economic2,economic,2175,813,https://www.postkhmer.com/business/2024-8-13-1426-260094
7503,economic3,economic,1684,643,https://btv.com.kh/article/12794/
7504,economic4,economic,1911,704,https://btv.com.kh/article/28637/
7505,economic5,economic,3119,1170,https://www.postkhmer.com/business/2025-2-4-1455-261241
7506,economic6,economic,5667,2133,https://www.rfa.org/khmer/news/economy/some-farmers-complain-that-agricultural-prices-are-still-falling-02192024214143.html
7507,economic7,economic,2045,748,https://btv.com.kh/article/31047/
7508,economic8,economic,1753,644,https://btv.com.kh/article/6659/
7509,economic9,economic,4459,1639,https://www.rfa.org/khmer/news/economy/analyst-said-tourists-fall-sharply-as-cambodian-government-scares-tourists-07272024133655.html
7510,economic10,economic,1571,569,https://btv.com.kh/article/57056/
7511,economic11,economic,2405,884,https://btv.com.kh/article/10709/
7512,economic12,economic,908,333,https://www.rfa.org/khmer/news/economy/chinese-investments-account-for-68-percentage-of-cambodia-new-project-financing-in-july-08102024051517.html
7513,economic13,economic,234,86,https://btv.com.kh/article/14910/
7514,economic14,economic,2871,1080,https://btv.com.kh/article/68409/
7515,economic15,economic,1603,573,https://btv.com.kh/article/41833/
7516,economic16,economic,1433,519,https://btv.com.kh/article/39538/
7517,economic17,economic,1884,689,https://www.rfa.org/khmer/news/economy/many-cambodians-continue-to-cross-the-border-in-search-of-work-and-are-arrested-by-thai-authorities-almost-daily-04202022171313.html
7518,economic18,economic,3337,1239,https://www.postkhmer.com/business/2024-12-6-175-260823
7519,economic19,economic,2154,785,https://btv.com.kh/article/57142/
7520,economic20,economic,1839,687,https://btv.com.kh/article/22476/
7521,economic21,economic,1451,549,https://btv.com.kh/article/12748/
7522,economic22,economic,2116,767,https://btv.com.kh/article/7009/
7523,economic23,economic,3673,1392,https://www.postkhmer.com/business/2024-12-31-1621-261015
7524,economic24,economic,1814,640,https://btv.com.kh/article/31221/
7525,economic25,economic,1346,477,https://btv.com.kh/article/13915/
7526,economic26,economic,1731,658,https://btv.com.kh/article/32894/
7527,economic27,economic,2238,831,https://btv.com.kh/article/17520/
7528,economic28,economic,1640,590,https://dap-news.com/economic/2023/09/20/360212/
7529,economic29,economic,1237,436,https://btv.com.kh/article/8382/
7530,economic30,economic,1232,458,https://btv.com.kh/article/34375/
7531,economic31,economic,3855,1437,https://www.postkhmer.com/business/2025-2-13-130-261325
7532,economic32,economic,927,338,https://btv.com.kh/article/26589/
7533,economic33,economic,4206,1516,https://dap-news.com/economic/2024/11/26/464589/
7534,economic34,economic,6137,2267,https://www.rfa.org/khmer/news/economy/bamboo-train-tours-in-battambang-are-attracting-tourists-12222022041544.html
7535,economic35,economic,3659,1346,https://www.rfa.org/khmer/news/economy/union-officials-fear-debt-problems-will-put-workers-at-risk-10302023121630.html
7536,economic36,economic,1643,616,https://btv.com.kh/article/14102/
7537,economic37,economic,1865,692,https://btv.com.kh/article/18536/
7538,economic38,economic,703,255,https://btv.com.kh/article/66183/
7539,economic39,economic,5573,1930,https://www.postkhmer.com/business/2024-10-30-1412-260558
7540,economic40,economic,6354,2355,https://www.rfa.org/khmer/news/economy/analyst-say-hun-manet-can-not-resolve-ghost-buildings-02012024095247.html
7541,economic41,economic,3557,1321,https://www.rfa.org/khmer/news/economy/thai-authorities-plan-to-deport-four-cambodians-to-cambodia-on-charges-of-being-false-monks-and-illegally-crossing-the-border-12052023040131.html
7542,economic42,economic,4454,1635,https://www.rfa.org/khmer/news/economy/unions-say-garment-factories-in-cambodia-have-been-shut-down-hurting-workers-11172023024534.html
7543,economic43,economic,3470,1266,https://www.rfa.org/khmer/news/economy/union-set-to-ask-for-218-for-workers-minimum-wage-2025-08302024024906.html
7544,economic44,economic,3838,1376,https://www.postkhmer.com/business/2024-8-14-1539-260106
7545,economic45,economic,2401,872,https://btv.com.kh/article/67988/
7546,economic46,economic,1399,487,https://btv.com.kh/article/67546/
7547,economic47,economic,2374,876,https://btv.com.kh/article/41265/
7548,economic48,economic,5538,2082,https://www.rfa.org/khmer/news/economy/parents-of-students-at-rong-khloeur-market-gather-to-protest-in-front-of-the-cambodian-consulate-in-thailand-11022022191934.html
7549,economic49,economic,3556,1335,https://www.rfa.org/khmer/news/economy/independent-unions-say-workers-will-face-more-difficult-living-if-the-minimum-wage-is-only-201-dollars-09132023063510.html
7550,economic50,economic,5912,2257,https://www.rfa.org/khmer/news/economy/some-people-process-crocodile-skin-into-bags-shoes-and-belts-to-sell-to-support-their-families-12182024082354.html
7551,economic51,economic,6262,2272,https://www.postkhmer.com/business/2024-9-1-1058-260215
7552,economic52,economic,1521,570,https://btv.com.kh/article/12537/
7553,economic53,economic,1763,653,https://btv.com.kh/article/14495/
7554,economic54,economic,2143,783,https://btv.com.kh/article/8639/
7555,economic55,economic,5530,2062,https://www.rfa.org/khmer/news/economy/farmers-criticize-water-minister-shortage-water-03032025023503.html
7556,economic56,economic,1757,639,https://btv.com.kh/article/12076/
7557,economic57,economic,2625,970,https://www.postkhmer.com/business/2024-7-11-1519-259902
7558,economic58,economic,5018,1890,https://www.rfa.org/khmer/news/economy/cambodia-plans-to-create-more-special-economic-zones-05222024120952.html
7559,economic59,economic,3959,1481,https://www.postkhmer.com/business/2024-12-27-1337-260985
7560,economic60,economic,1392,504,https://btv.com.kh/article/59813/
7561,economic61,economic,1581,423,https://dap-news.com/economic/2021/12/06/204295/
7562,economic62,economic,1955,706,https://btv.com.kh/article/17796/
7563,economic63,economic,1761,648,https://btv.com.kh/article/19610/
7564,economic64,economic,2185,808,https://btv.com.kh/article/38722/
7565,economic65,economic,1763,663,https://btv.com.kh/article/9165/
7566,economic66,economic,1324,488,https://btv.com.kh/article/14104/
7567,economic67,economic,1535,550,https://www.rfa.org/khmer/news/economy/usaid-announces-partnerships-to-propel-economic-growth-in-cambodia-02152023045053.html
7568,economic68,economic,2108,788,https://btv.com.kh/article/22471/
7569,economic69,economic,3775,1419,https://www.postkhmer.com/business/2024-11-8-1438-260634
7570,economic70,economic,1195,431,https://btv.com.kh/article/28270/
7571,economic71,economic,2062,749,https://btv.com.kh/article/15335/
7572,economic72,economic,1766,657,https://btv.com.kh/article/21022/
7573,economic73,economic,4993,1848,https://www.rfa.org/khmer/news/economy/some-people-in-battambang-make-fish-meat-and-sell-it-to-earn-money-to-solve-their-family-livelihood-11242022041841.html
7574,economic74,economic,1495,548,https://btv.com.kh/article/8016/
7575,economic75,economic,986,354,https://btv.com.kh/article/22719/
7576,economic76,economic,3273,1219,https://www.postkhmer.com/business/2025-1-8-1612-261053
7577,economic77,economic,2373,872,https://btv.com.kh/article/69122/
7578,economic78,economic,1252,462,https://btv.com.kh/article/17674/
7579,economic79,economic,5095,1852,https://www.rfa.org/khmer/news/economy/residents-at-angkor-area-use-buffaloes-to-carry-tourists-to-make-profit-01302025035508.html
7580,economic80,economic,1557,568,https://btv.com.kh/article/58057/
7581,economic81,economic,1698,619,https://btv.com.kh/article/14448/
7582,economic82,economic,1398,528,https://btv.com.kh/article/6849/
7583,economic83,economic,1213,441,https://btv.com.kh/article/10048/
7584,economic84,economic,1811,674,https://btv.com.kh/article/7538/
7585,economic85,economic,1375,492,https://btv.com.kh/article/37205/
7586,economic86,economic,4949,1841,https://www.rfa.org/khmer/news/economy/observers-urge-the-government-to-develop-strategies-to-attract-general-tourists-not-just-chinese-tourists-08152024025726.html
7587,economic87,economic,1020,372,https://btv.com.kh/article/24477/
7588,economic88,economic,2822,1034,https://www.postkhmer.com/national/2024-11-22-1544-260725
7589,economic89,economic,4717,1695,https://www.rfa.org/khmer/news/economy/cambodian-rice-exports-containing-excess-chemicals-pesticide-01262025103409.html
7590,economic90,economic,5835,2136,https://www.rfa.org/khmer/news/economy/photographers-in-siem-reap-tourist-area-face-loss-job-as-tourists-turn-to-use-mobile-camera-11032022061337.html
7591,economic91,economic,1732,632,https://btv.com.kh/article/6430/
7592,economic92,economic,1700,627,https://btv.com.kh/article/18651/
7593,economic93,economic,1397,494,https://btv.com.kh/article/12586/
7594,economic94,economic,2209,822,https://btv.com.kh/article/9918/
7595,economic95,economic,1730,628,https://btv.com.kh/article/11353/
7596,economic96,economic,1755,659,https://btv.com.kh/article/12718/
7597,economic97,economic,1585,567,https://btv.com.kh/article/8333/
7598,economic98,economic,1065,385,https://btv.com.kh/article/64794/
7599,economic99,economic,987,371,https://btv.com.kh/article/39471/
7600,economic100,economic,1514,555,https://btv.com.kh/article/19003/
7601,economic101,economic,2360,855,https://btv.com.kh/article/60550/
7602,economic102,economic,5926,2168,https://www.rfa.org/khmer/news/economy/thousand-families-evacuated-to-run-ta-ek-used-their-poor-card-to-borrow-money-08222023082218.html
7603,economic103,economic,3837,1390,https://www.postkhmer.com/business/2024-7-31-1133-260019
7604,economic104,economic,2051,738,https://btv.com.kh/article/62714/
7605,economic105,economic,1979,711,https://btv.com.kh/article/18483/
7606,economic106,economic,1658,596,https://btv.com.kh/article/11965/
7607,economic107,economic,4085,1478,https://www.rfa.org/khmer/news/economy/farmers-said-agri-ministry-measures-still-have-not-resolved-the-low-rice-price-11252022042159.html
7608,economic108,economic,1707,635,https://dap-news.com/economic/2023/07/31/349062/
7609,economic109,economic,4107,1472,https://www.postkhmer.com/national/2024-12-26-1813-260984
7610,economic110,economic,2033,745,https://btv.com.kh/article/33639/
7611,economic111,economic,1099,426,https://btv.com.kh/article/22872/
7612,economic112,economic,1198,433,https://btv.com.kh/article/20446/
7613,economic113,economic,3535,1292,https://www.postkhmer.com/business/2024-8-27-154-260182
7614,economic114,economic,3839,1397,https://www.postkhmer.com/business/2024-12-19-1146-260917
7615,economic115,economic,4481,1678,https://www.rfa.org/khmer/news/economy/farmers-urge-hun-manet-to-solve-low-rice-prices-01092025023827.html
7616,economic116,economic,1558,594,https://btv.com.kh/article/13585/
7617,economic117,economic,2891,1082,https://btv.com.kh/article/61112/
7618,economic118,economic,4802,1800,https://www.rfa.org/khmer/news/economy/farmers-in-kandal-province-complain-about-the-low-price-of-vegetables-not-selling-money-to-solve-livelihood-01092023104045.html
7619,economic119,economic,1414,520,https://btv.com.kh/article/15641/
7620,economic120,economic,1644,576,https://btv.com.kh/article/15926/
7621,economic121,economic,2166,819,https://btv.com.kh/article/13018/
7622,economic122,economic,2138,782,https://btv.com.kh/article/56994/
7623,economic123,economic,4225,1552,https://www.rfa.org/khmer/news/economy/workers-complain-about-livelihood-issues-and-rights-abuses-while-employers-say-garment-exports-are-on-the-rise-06182024042601.html
7624,economic124,economic,2364,891,https://btv.com.kh/article/12974/
7625,economic125,economic,3145,1145,https://www.postkhmer.com/business/2024-9-18-1320-260318
7626,economic126,economic,1885,703,https://btv.com.kh/article/21753/
7627,economic127,economic,1387,518,https://btv.com.kh/article/15092/
7628,economic128,economic,2028,751,https://btv.com.kh/article/12724/
7629,economic129,economic,1482,540,https://btv.com.kh/article/39130/
7630,economic130,economic,3501,1283,https://www.postkhmer.com/business/2024-8-16-1714-260123
7631,economic131,economic,3010,1081,https://www.postkhmer.com/business/2025-2-20-956-261389
7632,economic132,economic,1343,490,https://btv.com.kh/article/22136/
7633,economic133,economic,326,120,https://btv.com.kh/article/10873/
7634,economic134,economic,4482,1645,https://www.rfa.org/khmer/news/economy/central-holds-24th-anniversary-of-international-migrant-worker-day-12212023043349.html
7635,economic135,economic,2392,872,https://btv.com.kh/article/65518/
7636,economic136,economic,1287,459,https://btv.com.kh/article/19130/
7637,economic137,economic,3361,1199,https://www.postkhmer.com/business/2025-1-23-1431-261169
7638,economic138,economic,1889,699,https://btv.com.kh/article/15381/
7639,economic139,economic,1726,618,https://btv.com.kh/article/15277/
7640,economic140,economic,1599,579,https://btv.com.kh/article/13451/
7641,economic141,economic,1159,427,https://btv.com.kh/article/30652/
7642,economic142,economic,1668,594,https://btv.com.kh/article/65525/
7643,economic143,economic,2136,812,https://btv.com.kh/article/68515/
7644,economic144,economic,1638,611,https://btv.com.kh/article/17326/
7645,economic145,economic,3683,1375,https://www.rfa.org/khmer/news/economy/cambodian-workers-in-thailand-are-forced-by-their-employers-to-apply-for-multiple-forms-of-work-permits-08312022045821.html
7646,economic146,economic,3466,1329,https://www.rfa.org/khmer/news/economy/quach-mengly-hopes-that-cic-and-authorities-will-solve-problems-for-victims-04022024082229.html
7647,economic147,economic,2108,757,https://btv.com.kh/article/67677/
7648,economic148,economic,3632,1354,https://www.rfa.org/khmer/news/economy/acleda-bank-in-kampong-chhnang-sues-people-who-no-pay-to-the-court-04232023233010.html
7649,economic149,economic,1610,575,https://www.rfa.org/khmer/news/economy/inclusive-renewable-energy-access-in-rural-areas-04042022122820.html
7650,economic150,economic,4052,1498,https://www.postkhmer.com/business/2025-1-22-1116-261158
7651,economic151,economic,3104,1154,https://www.rfa.org/khmer/news/economy/eurocham-holds-a-2-day-asean-cambodia-business-summit-in-phnom-penh-09282023133846.html
7652,economic152,economic,4146,1506,https://www.rfa.org/khmer/news/economy/government-is-happy-with-new-usd208-wage-for-2025-as-workers-struggle-to-live-09232024115932.html
7653,economic153,economic,1110,405,https://btv.com.kh/article/27824/
7654,economic154,economic,1472,552,https://btv.com.kh/article/22356/
7655,economic155,economic,1128,426,https://btv.com.kh/article/37553/
7656,economic156,economic,1868,700,https://btv.com.kh/article/14818/
7657,economic157,economic,1427,531,https://btv.com.kh/article/14334/
7658,economic158,economic,3245,1237,https://www.postkhmer.com/business/2024-11-4-1351-260594
